Description,Price,Rating,ReviewCount,Url
"MSI GL65 Leopard 10SFK-062 15.6"" FHD 144Hz 3ms Thin Bezel Gaming Laptop Intel Core i7-10750H RTX2070 16GB 512GB NVMe SSD Win 10","$1,351.83",4.7 out of 5 stars,"1,675",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A023400027HR789PY4VM1&url=%2FMSI-Leopard-10SFK-062-i7-10750H-RTX2070%2Fdp%2FB085B3GFRL%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-1-spons%26psc%3D1&qualifier=1616533731&id=3470428178998430&widgetName=sp_atf
"MSI GE75 Raider- 10SF-286 17.3"" 240Hz 3ms Gaming Laptop Intel Core i7-10875H RTX2070 16GB 512GB NVMe SSD Win10 VR Ready, 17-30.99 inches (GE75 Raider 10SF-286)","$1,599.00",4.2 out of 5 stars,11,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0485073NHPTCDDXWS4X&url=%2FMSI-GE75-10SF-286-i7-10875H-Raider%2Fdp%2FB089656G58%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-2-spons%26psc%3D1&qualifier=1616533731&id=3470428178998430&widgetName=sp_atf
"Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS",$729.99,4.6 out of 5 stars,"1,557",https://www.amazon.com/Acer-i5-10300H-GeForce-Keyboard-AN515-55-59KS/dp/B08H2H89K1/ref=sr_1_3?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-3
"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD (1920x1080) IPS Screen, AMD Ryzen 7 4800H Processor, 16GB DDR4, 512GB SSD, NVIDIA GTX 1660Ti, Windows 10, 82B1000AUS, Phantom Black",$999.99,4.6 out of 5 stars,895,https://www.amazon.com/Lenovo-1920x1080-Processor-Windows-82B1000AUS/dp/B08BB9RWXD/ref=sr_1_4?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-4
"MSI GL65 Leopard 10SFK-062 15.6"" FHD 144Hz 3ms Thin Bezel Gaming Laptop Intel Core i7-10750H RTX2070 16GB 512GB NVMe SSD Win 10","$1,351.83",4.7 out of 5 stars,"1,675",https://www.amazon.com/MSI-Leopard-10SFK-062-i7-10750H-RTX2070/dp/B085B3GFRL/ref=sr_1_5?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-5
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",$364.99,4.6 out of 5 stars,"25,394",https://www.amazon.com/Acer-Display-Graphics-Keyboard-A515-43-R19L/dp/B07RF1XD36/ref=sr_1_6?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-6
"ASUS TUF Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, Intel Core i7-9750H Processor, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505GT-AB73",$869.00,4.7 out of 5 stars,"1,173",https://www.amazon.com/ASUS-IPS-Type-i7-9750H-Processor-FX505GT-AB73/dp/B08KH2Q1FG/ref=sr_1_7?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-7
"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q 8GB, 17.3"" FHD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 1TB NVMe SSD, WiFi 6, RGB Keyboard, PH317-54-70Z5","$1,709.99",4.7 out of 5 stars,"2,855",https://www.amazon.com/Acer-Predator-i7-10750H-Dual-Channel-PH317-54-70Z5/dp/B089WG3YMT/ref=sr_1_8?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-8
Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,$719.00,4.3 out of 5 stars,135,https://www.amazon.com/Lenovo-IdeaPad-Gaming-Laptop-GeForce/dp/B08N5TQD6M/ref=sr_1_9?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-9
"Samsung Galaxy Book Flex 13.3” Laptop|QLED Display and Intel Core i7 Processor|8GB Memory|512GB SSD|Long Battery Life and Bluetooth-Enabled S Pen|(NP930QCG-K01US),Royal Blue","$1,199.00",4.6 out of 5 stars,232,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A047100138G24EZ3RDSRW&url=%2FSamsung-Display-Processor-Bluetooth-Enabled-NP930QCG-K01US%2Fdp%2FB085D2HHBT%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-11-spons%26psc%3D1&qualifier=1616533731&id=3470428178998430&widgetName=sp_mtf
"Razer Blade 15 Base Gaming Laptop 2021: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 15.6"" FHD 1080p 144Hz, 16GB, 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3","$1,699.99",4.3 out of 5 stars,15,https://www.amazon.com/Razer-Blade-Base-Gaming-Laptop/dp/B08SJDNLV8/ref=sr_1_13?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-13
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 2070 Max-Q, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,499.99",4.6 out of 5 stars,838,https://www.amazon.com/Razer-Blade-Base-Gaming-Laptop/dp/B086MFZBM9/ref=sr_1_14?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-14
"ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, AMD Ryzen 5 4600H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10 Home, Bonfire Black, FA506II-AS53",$799.99,,,https://www.amazon.com/ASUS-IPS-Type-Display-Keyboard-FA506II-AS53/dp/B08W2SJRZM/ref=sr_1_15?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-15
"WiFi Projector, Native 1080P Full HD Video Projector, Bluetooth Projector, FANGOR 7500 Lumens/250 Display/ Contrast 8000: 1 Theater Movie Projector with Wireless Mirror to iPhone/Ipad/Android Phones",$209.99,4.2 out of 5 stars,"1,323",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02079723REYDGRTGTUM1&url=%2FProjector-Bluetooth-FANGOR-Display-Contrast%2Fdp%2FB07ZNXHXSM%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-16-spons%26psc%3D1%26smid%3DA3G6T9J13ABHB7&qualifier=1616533731&id=3470428178998430&widgetName=sp_mtf
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$728.00,4.7 out of 5 stars,431,https://www.amazon.com/HP-Pavilion-Micro-EDGE-Processor-15-dk0020nr/dp/B07SC6HG74/ref=sr_1_17?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-17
"Acer Predator Triton 500 PT515-52-73L3 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 SUPER, 15.6"" FHD NVIDIA G-SYNC Display, 300Hz, 16GB Dual-Channel DDR4, 512GB NVMe SSD, RGB Backlit KB","$1,627.00",4.4 out of 5 stars,122,https://www.amazon.com/Acer-Predator-PT515-52-73L3-i7-10750H-Dual-Channel/dp/B08CNLPDXV/ref=sr_1_18?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-18
"Asus TUF FX505DT Gaming Laptop, 15.6” Full HD, AMD Ryzen 7 R7-3750H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-WB72, RGB Keyboard",$799.99,4.2 out of 5 stars,14,https://www.amazon.com/R7-3750H-Processor-Graphics-FX505DT-WB72-Keyboard/dp/B08B5JW8JV/ref=sr_1_19?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-19
"MSI GP66 Leopard 10UH-244 15.6"" 240Hz 3.5ms Gaming Laptop Intel Core i7-10870H RTX3080 32GB 1TB NVMe SSD Win10 VR Ready","$2,349.00",5.0 out of 5 stars,4,https://www.amazon.com/MSI-GP66-Leopard-10UH-244-i7-10870H/dp/B08SVXYZVX/ref=sr_1_20?dchild=1&keywords=gaming+laptop&qid=1616533731&sr=8-20
"Portable Monitor, Ultra Slim Portable Monitor for Laptop HDMI USB C, InnoView 15.6” FHD 1080P HDR IPS Screen 178°Full View, for MacBook/iPhone/Android Xbox Switch PS5 Raspberry Pi",$208.99,4.7 out of 5 stars,142,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A10186282R1TWMMKYHTKI&url=%2FPortable-Monitor-InnoView-178%25C2%25B0Full-Raspberry%2Fdp%2FB08GP2F1C3%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-21-spons%26psc%3D1&qualifier=1616533731&id=3470428178998430&widgetName=sp_btf
"CyberpowerPC Tracer IV Slim 15.6"" Gaming Notebook, Intel i7-10750H 2.6GHz, GeForce RTX 2060 6GB, 16GB DDR4, 500GB PCI-E NVMe SSD, Wi-Fi, Bluetooth & Windows 10 Home (GTS99803)","$1,035.23",4.2 out of 5 stars,24,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0479145CT41WKAHKQAR&url=%2FCYBERPOWERPC-Notebook-i7-10750H-Bluetooth-GTS99803%2Fdp%2FB086QMB93L%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533731%26sr%3D8-22-spons%26psc%3D1&qualifier=1616533731&id=3470428178998430&widgetName=sp_btf
"Samsung Galaxy Book Flex 13.3” Laptop|QLED Display and Intel Core i7 Processor|8GB Memory|512GB SSD|Long Battery Life and Bluetooth-Enabled S Pen|(NP930QCG-K01US),Royal Blue","$1,199.00",4.6 out of 5 stars,232,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A047100138G24EZ3RDSRW&url=%2FSamsung-Display-Processor-Bluetooth-Enabled-NP930QCG-K01US%2Fdp%2FB085D2HHBT%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-17-spons%26psc%3D1&qualifier=1616533749&id=7508634079655020&widgetName=sp_atf_next
"WiFi Projector, Native 1080P Full HD Video Projector, Bluetooth Projector, FANGOR 7500 Lumens/250 Display/ Contrast 8000: 1 Theater Movie Projector with Wireless Mirror to iPhone/Ipad/Android Phones",$209.99,4.2 out of 5 stars,"1,323",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02079723REYDGRTGTUM1&url=%2FProjector-Bluetooth-FANGOR-Display-Contrast%2Fdp%2FB07ZNXHXSM%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-18-spons%26psc%3D1%26smid%3DA3G6T9J13ABHB7&qualifier=1616533749&id=7508634079655020&widgetName=sp_atf_next
"Razer Blade 15 Advanced Gaming Laptop 2021: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 3070, 15.6” 360Hz Full HD, 16GB RAM, 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Thunderbolt 3","$2,599.99",2.0 out of 5 stars,2,https://www.amazon.com/Razer-Blade-Advanced-Gaming-Laptop/dp/B08SJJ9MQ5/ref=sr_1_19?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-19
"ASUS TUF Gaming Laptop, 15.6” 120Hz FHD IPS-Type, AMD Ryzen 7 3750H, GeForce RTX 2060, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DV-ES74","$1,053.00",4.5 out of 5 stars,600,https://www.amazon.com/ASUS-IPS-Type-GeForce-Gigabit-FX505DV-ES74/dp/B0865SCD6L/ref=sr_1_20?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-20
"2020 Asus TUF 15.6"" FHD Premium Gaming Laptop, 10th Gen Intel Quad-Core i5-10300H, 16GB RAM, 1TB SSD, NVIDIA GeForce GTX 1650Ti 4GB GDDR6, RGB Backlit Keyboard, Windows 10 Home",$939.99,4.5 out of 5 stars,69,https://www.amazon.com/Premium-Quad-Core-i5-10300H-GeForce-Keyboard/dp/B08NBNLHRD/ref=sr_1_22?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-22
"2021 ASUS TUF A15 Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, AMD Ryzen 5 4600H (Better than i7-9750H), GeForce GTX 1650, 32GB DDR4 RAM, 1TB SSD, RGB Keyboard, Win10 Home, Black+Oydisen Cloth","$1,049.99",5.0 out of 5 stars,1,https://www.amazon.com/ASUS-TUF-IPS-Type-i7-9750H-Keyboard/dp/B08T1KMQ9T/ref=sr_1_23?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-23
"HP - Pavilion 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Shadow Black",$749.00,4.6 out of 5 stars,203,https://www.amazon.com/HP-Pavilion-Gaming-Laptop-GeForce/dp/B08P6MRZBG/ref=sr_1_24?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-24
"ASUS ROG Strix G15 (2020) Gaming Laptop, 15.6” 144Hz FHD IPS Type Display, NVIDIA GeForce RTX 2060, Intel Core i7-10750H, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, Windows 10 Home, G512LV-ES74","$1,278.90",4.6 out of 5 stars,493,https://www.amazon.com/ASUS-Display-i7-10750H-Keyboard-G512LV-ES74/dp/B0865JLXGG/ref=sr_1_25?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-25
"HP Pavilion Gaming 15-Inch Micro-Edge Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (Shadow Black/Acid Green)",$749.00,4.7 out of 5 stars,123,https://www.amazon.com/HP-Pavilion-Micro-Edge-i5-9300H-Processor/dp/B08FCQ86F7/ref=sr_1_26?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-26
"Evoo Gaming 15.6” Laptop, FHD, 60Hz, Intel Core i5-10300H Processor, NVIDIA GeForce GTX 1650, THX Spatial Audio, 256GB SSD, 8GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black, EG-LP10-BK",$790.16,4.5 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01035063BJAZARGAYOBN&url=%2FEvoo-i5-10300H-Processor-Keyboard-EG-LP10-BK%2Fdp%2FB08KV8RVJM%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-27-spons%26psc%3D1&qualifier=1616533749&id=7508634079655020&widgetName=sp_mtf
"Portable Monitor, Ultra Slim Portable Monitor for Laptop HDMI USB C, InnoView 15.6” FHD 1080P HDR IPS Screen 178°Full View, for MacBook/iPhone/Android Xbox Switch PS5 Raspberry Pi",$208.99,4.7 out of 5 stars,142,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A10186282R1TWMMKYHTKI&url=%2FPortable-Monitor-InnoView-178%25C2%25B0Full-Raspberry%2Fdp%2FB08GP2F1C3%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-28-spons%26psc%3D1&qualifier=1616533749&id=7508634079655020&widgetName=sp_mtf
"Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, Wi-Fi 6, Backlit Keyboard, Alexa Built-in, AN515-54-5812",$749.00,4.7 out of 5 stars,"2,945",https://www.amazon.com/Acer-i5-9300H-GeForce-Keyboard-AN515-54-5812/dp/B086KJBKDW/ref=sr_1_29?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-29
"Lenovo Legion Y540 Gaming Laptop: Core i7-9750H, NVIDIA RTX 2060, 16GB RAM, 512GB SSD + 1TB HDD, 15.6"" Full HD 144Hz Display","$1,179.99",4.6 out of 5 stars,6,https://www.amazon.com/Lenovo-Legion-Y540-Gaming-Laptop/dp/B0892RYBRB/ref=sr_1_31?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-31
"MSI GF75 Thin 17.3"" Gaming Laptop Core i7-10750H 16GB RAM 512GB SSD 144Hz GTX 1660 Ti 6GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce GTX 1660 Ti 6GB - 144 Hz Refresh Rate - Up to 5 GHz CPU S","$1,059.99",4.0 out of 5 stars,13,https://www.amazon.com/MSI-GF75-Thin-Gaming-i7-10750H/dp/B08FBJNWB2/ref=sr_1_32?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-32
"Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home","$2,230.00",4.4 out of 5 stars,293,https://www.amazon.com/Alienware-Gaming-i7-10750H-Geforce-Windows/dp/B0897ZBRQR/ref=sr_1_33?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-33
"MSI GE75 Raider Gaming Laptop, 17.3"" FHD 144Hz 3ms Display, Core i7-10750H, WiFi 6, HD Webcam, RGB Backlight Keyboard, USB-C, HDMI, GeForce RTX 2070, Windows 10 Home, 32GB RAM, 1TB PCIe SSD","$1,629.99",5.0 out of 5 stars,1,https://www.amazon.com/MSI-GE75-Raider-i7-10750H-Backlight/dp/B08T9TH929/ref=sr_1_34?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-34
"ASUS VivoBook 17.3"" FHD IPS LED Backlight Premium Laptop | AMD Ryzen3 3250U | 8GB DDR4 RAM | 256GB SSD | USB Type-C | WiFi | HDMI | Windows 10",$489.99,4.4 out of 5 stars,8,https://www.amazon.com/ASUS-VivoBook-Backlight-Premium-Windows/dp/B08V1NQ8S9/ref=sr_1_35?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-35
"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0021nr, 2020 Model, Snow White)",$259.99,4.6 out of 5 stars,618,https://www.amazon.com/HP-Chromebook-11-inch-Laptop-11a-na0021nr/dp/B08H6YZY3Y/ref=sr_1_36?dchild=1&keywords=gaming+laptop&qid=1616533749&sr=8-36
"CyberpowerPC Tracer IV Slim 15.6"" Gaming Notebook, Intel i7-10750H 2.6GHz, GeForce RTX 2060 6GB, 16GB DDR4, 500GB PCI-E NVMe SSD, Wi-Fi, Bluetooth & Windows 10 Home (GTS99803)","$1,035.23",4.2 out of 5 stars,24,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0479145CT41WKAHKQAR&url=%2FCYBERPOWERPC-Notebook-i7-10750H-Bluetooth-GTS99803%2Fdp%2FB086QMB93L%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-37-spons%26psc%3D1&qualifier=1616533749&id=7508634079655020&widgetName=sp_btf
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 2070 Max-Q, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,499.99",4.6 out of 5 stars,838,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A048773720RE0SDJ5Z2NY&url=%2FRazer-Blade-Base-Gaming-Laptop%2Fdp%2FB086MFZBM9%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533749%26sr%3D8-38-spons%26psc%3D1&qualifier=1616533749&id=7508634079655020&widgetName=sp_btf
"WiFi Projector, Native 1080P Full HD Video Projector, Bluetooth Projector, FANGOR 7500 Lumens/250 Display/ Contrast 8000: 1 Theater Movie Projector with Wireless Mirror to iPhone/Ipad/Android Phones",$209.99,4.2 out of 5 stars,"1,323",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A02079723REYDGRTGTUM1&url=%2FProjector-Bluetooth-FANGOR-Display-Contrast%2Fdp%2FB07ZNXHXSM%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533760%26sr%3D8-33-spons%26psc%3D1%26smid%3DA3G6T9J13ABHB7&qualifier=1616533760&id=6631631281544341&widgetName=sp_atf_next
"Evoo Gaming 15.6” Laptop, FHD, 144Hz, Intel Core i7-10750H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Keyboard, HD Camera, Windows 10 Home, Black","$1,399.00",4.6 out of 5 stars,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04855972HV7OTG76UAKM&url=%2FEvoo-i7-10750H-Processor-GeForce-Keyboard%2Fdp%2FB08KV8LHBS%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533760%26sr%3D8-34-spons%26psc%3D1&qualifier=1616533760&id=6631631281544341&widgetName=sp_atf_next
"Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black",$749.00,4.6 out of 5 stars,"1,218",https://www.amazon.com/Lenovo-Ideapad-i5-9300H-Processor-81LK00HDUS/dp/B07VC55LF5/ref=sr_1_35?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-35
"ASUS ROG Zephyrus G14 14"" VR Ready 120Hz FHD Gaming Laptop,8Core AMD Ryzen 9 4900HS(Beat i7-10750H),16GB RAM,1TB PCIe SSD,Backlight,Wi-Fi 6,USB C,NVIDIA GeForce RTX2060 Max-Q,Win10 (Moonlight White)","$1,349.00",4.6 out of 5 stars,123,https://www.amazon.com/ASUS-ROG-i7-10750H-Backlight-Moonlight/dp/B08DDGJQDW/ref=sr_1_37?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-37
"MSI GE66 Raider 10UH-210 15.6"" 300Hz 3ms Gaming Laptop Intel Core i7-10870H RTX3080 32GB 1TB NVMe SSD Win10 VR Ready","$2,649.00",4.3 out of 5 stars,13,https://www.amazon.com/MSI-GE66-Raider-10UH-210-i7-10870H/dp/B08R9GGMBS/ref=sr_1_38?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-38
"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 8GB RAM, 128GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Win 10",$504.80,4.5 out of 5 stars,"1,245",https://www.amazon.com/HP-Touchscreen-Business-Dual-Core-Bluetooth/dp/B081D9HJ4P/ref=sr_1_39?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-39
"HP Pavilion Gaming Laptop 17-inch, Intel Core i7, NVIDIA GeForce GTX 1660 Ti with Max-Q, 16 GB RAM, 256 GB SSD, Windows 10 Home (17-cd1030nr, Shadow Black)","$1,659.00",4.6 out of 5 stars,154,https://www.amazon.com/HP-Pavilion-17-inch-GeForce-17-cd1030nr/dp/B08835NTQZ/ref=sr_1_40?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-40
"Newest Asus TUF 15.6"" FHD 144Hz IPS Gaming Laptop PC, 9th Gen Intel 6-Core i7-9750H Upto 4.5GHz, 16GB RAM, 512GB PCIe SSD, NVIDIA GeForce GTX 1650 4GB, RGB Backlit Keyboard, Windows 10 Home",$956.99,5.0 out of 5 stars,3,https://www.amazon.com/i7-9750H-GeForce-Backlit-Keyboard-Windows/dp/B08R3K4FWY/ref=sr_1_41?dchild=1&keywords=gaming+laptop&qid=1616533760&sr=8-41
"Samsung Galaxy Book Flex 13.3” Laptop|QLED Display and Intel Core i7 Processor|8GB Memory|512GB SSD|Long Battery Life and Bluetooth-Enabled S Pen|(NP930QCG-K01US),Royal Blue","$1,199.00",4.6 out of 5 stars,232,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A047100138G24EZ3RDSRW&url=%2FSamsung-Display-Processor-Bluetooth-Enabled-NP930QCG-K01US%2Fdp%2FB085D2HHBT%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533760%26sr%3D8-43-spons%26psc%3D1&qualifier=1616533760&id=6631631281544341&widgetName=sp_mtf
"Evoo Gaming 15.6” Laptop, FHD, 60Hz, Intel Core i5-10300H Processor, NVIDIA GeForce GTX 1650, THX Spatial Audio, 256GB SSD, 8GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black, EG-LP10-BK",$790.16,4.5 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01035063BJAZARGAYOBN&url=%2FEvoo-i5-10300H-Processor-Keyboard-EG-LP10-BK%2Fdp%2FB08KV8RVJM%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dgaming%2Blaptop%26qid%3D1616533760%26sr%3D8-44-spons%26psc%3D1&qualifier=1616533760&id=6631631281544341&widgetName=sp_mtf
